,Location,Land Size,Building Size,Num Rooms,Num Floors,Price ($)
2318,Depok,84.0,75.0,5.0,1.0,1987921.0
2319,Tangerang,95.0,85.0,6.0,2.0,2169546.39
2320,Tangerang,118.0,106.0,3.0,2.0,2167099.11
2321,Tangerang,142.0,130.0,3.0,1.0,2468066.04
2322,Depok,113.0,108.0,9.0,1.0,2845920.0
2323,Jakarta,98.0,86.0,2.0,2.0,1748234.25
2324,Depok,198.0,55.0,8.0,3.0,2716997.0
2325,Jakarta,123.0,111.0,4.0,2.0,2277032.88
2326,Tangerang,54.0,42.0,8.0,1.0,1646345.25
2327,Jakarta,149.0,137.0,7.0,1.0,2931333.1
2328,Depok,119.0,107.0,2.0,1.0,2187111.0
2329,Jakarta,139.0,76.0,8.0,3.0,2493946.54
2330,Jakarta,53.0,41.0,6.0,1.0,1432446.64
2331,Tangerang,175.0,74.0,9.0,3.0,2762900.91
2332,Jakarta,88.0,76.0,8.0,1.0,2114934.95
2333,Jakarta,178.0,166.0,2.0,1.0,2896813.32
2334,Tangerang,73.0,61.0,3.0,2.0,1532279.43
2335,Depok,106.0,94.0,9.0,3.0,2777812.0
2336,Tangerang,149.0,137.0,5.0,2.0,2846012.4
2337,Jakarta,119.0,107.0,9.0,3.0,2834024.65
2338,Tangerang,90.0,59.0,9.0,1.0,2086431.93
2339,Tangerang,109.0,97.0,7.0,1.0,2375394.12
2340,Jakarta,157.0,126.0,7.0,3.0,2984928.75
2341,Depok,106.0,103.0,4.0,2.0,2322164.0
2342,Tangerang,80.0,68.0,3.0,3.0,1698735.06
2343,Depok,133.0,121.0,7.0,3.0,2982095.0
2344,Tangerang,85.0,73.0,9.0,3.0,2333609.19
2345,Jakarta,157.0,150.0,7.0,1.0,3146623.69
2346,Jakarta,155.0,122.0,5.0,3.0,2718570.54
2347,Tangerang,135.0,121.0,6.0,1.0,2707426.26
2348,Tangerang,184.0,103.0,6.0,2.0,2797927.11
2349,Tangerang,63.0,52.0,6.0,1.0,1584297.0
2350,Jakarta,169.0,160.0,2.0,2.0,2801974.32
2351,Tangerang,187.0,145.0,6.0,2.0,3162899.52
2352,Jakarta,129.0,120.0,6.0,2.0,2639782.46
2353,Tangerang,193.0,68.0,2.0,1.0,2059545.51
2354,Jakarta,155.0,83.0,9.0,3.0,2744389.17
2355,Tangerang,119.0,99.0,9.0,1.0,2615754.2399999998
2356,Depok,93.0,81.0,9.0,2.0,2548915.0
2357,Depok,122.0,110.0,5.0,3.0,2605663.0
2358,Jakarta,94.0,82.0,3.0,1.0,1663255.8800000001
2359,Tangerang,156.0,103.0,7.0,2.0,2744392.86
2360,Depok,133.0,121.0,4.0,2.0,2581282.0
2361,Tangerang,131.0,130.0,7.0,3.0,2881271.25
2362,Tangerang,156.0,144.0,9.0,1.0,3269378.9699999997
2363,Tangerang,70.0,68.0,9.0,3.0,2176623.9
2364,Depok,56.0,44.0,6.0,3.0,1671340.0
2365,Jakarta,119.0,107.0,6.0,3.0,2481204.38
2366,Depok,176.0,56.0,8.0,3.0,2663519.0
2367,Jakarta,192.0,118.0,7.0,1.0,2967795.11
2368,Depok,197.0,143.0,9.0,3.0,3697088.0
2369,Tangerang,192.0,162.0,7.0,2.0,3472286.4
2370,Tangerang,198.0,156.0,8.0,2.0,3587822.37
2371,Tangerang,169.0,157.0,6.0,2.0,3272855.85
2372,Depok,177.0,165.0,9.0,3.0,3847294.0
2373,Depok,191.0,91.0,2.0,2.0,2411661.0
2374,Jakarta,106.0,62.0,9.0,1.0,2195830.9
2375,Depok,107.0,67.0,2.0,3.0,1826869.0
2376,Jakarta,70.0,58.0,2.0,3.0,1311389.05
2377,Depok,131.0,100.0,4.0,3.0,2451185.0
2378,Tangerang,118.0,106.0,3.0,1.0,2146423.95
2379,Depok,180.0,168.0,6.0,3.0,3619301.0
2380,Tangerang,136.0,124.0,5.0,3.0,2735510.58
2381,Depok,98.0,52.0,7.0,2.0,2057620.0
2382,Jakarta,196.0,128.0,7.0,2.0,3102293.78
2383,Depok,164.0,147.0,6.0,3.0,3298248.0
2384,Tangerang,138.0,126.0,6.0,1.0,2721391.2
2385,Depok,134.0,72.0,6.0,2.0,2320202.0
2386,Jakarta,177.0,108.0,7.0,3.0,2923912.63
2387,Jakarta,189.0,162.0,8.0,2.0,3524274.81
2388,Jakarta,166.0,117.0,6.0,2.0,2790953.2
2389,Jakarta,176.0,103.0,7.0,1.0,2724198.2600000002
2390,Depok,120.0,106.0,3.0,3.0,2394005.0
2391,Jakarta,135.0,123.0,5.0,2.0,2549335.95
2392,Depok,82.0,70.0,2.0,3.0,1699615.0
2393,Depok,130.0,122.0,8.0,1.0,2972856.0
2394,Depok,110.0,104.0,5.0,1.0,2371210.0
2395,Jakarta,110.0,98.0,6.0,2.0,2258160.02
2396,Jakarta,147.0,112.0,5.0,1.0,2441009.41
2397,Depok,77.0,65.0,6.0,2.0,2015705.0
2398,Depok,92.0,74.0,5.0,3.0,2114660.0
2399,Depok,135.0,75.0,4.0,2.0,2143921.0
2400,Tangerang,66.0,54.0,9.0,2.0,1997329.95
2401,Tangerang,147.0,122.0,5.0,1.0,2585627.55
2402,Jakarta,147.0,128.0,9.0,3.0,3127407.43
2403,Tangerang,114.0,102.0,2.0,3.0,2034465.84
2404,Depok,123.0,118.0,2.0,2.0,2373755.0
2405,Depok,134.0,58.0,8.0,3.0,2429012.0
2406,Jakarta,54.0,42.0,5.0,3.0,1441893.17
2407,Jakarta,51.0,39.0,7.0,2.0,1525945.37
2408,Tangerang,71.0,59.0,9.0,2.0,2042913.51
2409,Depok,161.0,149.0,7.0,3.0,3422974.0
2410,Jakarta,106.0,94.0,7.0,2.0,2364230.22
2411,Jakarta,115.0,76.0,5.0,1.0,1939626.22
2412,Tangerang,123.0,87.0,7.0,3.0,2431688.4899999998
2413,Jakarta,147.0,134.0,3.0,2.0,2530520.66
2414,Tangerang,193.0,113.0,5.0,3.0,2854031.4
2415,Depok,161.0,79.0,2.0,3.0,2151580.0
2416,Tangerang,174.0,148.0,9.0,1.0,3447725.4899999998
2417,Jakarta,135.0,123.0,8.0,1.0,2831233.0100000002
2418,Tangerang,125.0,61.0,7.0,3.0,2220277.95
2419,Tangerang,137.0,125.0,4.0,1.0,2537289.81
2420,Depok,87.0,79.0,7.0,2.0,2319499.0
2421,Tangerang,108.0,87.0,2.0,3.0,1856780.64
2422,Jakarta,187.0,134.0,3.0,1.0,2732748.92
2423,Jakarta,148.0,109.0,5.0,3.0,2575435.36
2424,Depok,112.0,87.0,7.0,3.0,2531922.0
2425,Depok,98.0,86.0,4.0,2.0,2075344.0
2426,Depok,81.0,69.0,9.0,2.0,2327573.0
2427,Jakarta,184.0,172.0,8.0,2.0,3600427.8
2428,Tangerang,70.0,58.0,2.0,1.0,1324827.9
2429,Jakarta,69.0,57.0,8.0,1.0,1837454.62
2430,Jakarta,176.0,70.0,8.0,1.0,2514868.69
2431,Depok,117.0,105.0,4.0,2.0,2335661.0
2432,Depok,159.0,147.0,9.0,3.0,3581214.0
2433,Tangerang,165.0,153.0,6.0,2.0,3194630.01
2434,Tangerang,192.0,109.0,2.0,1.0,2408736.33
2435,Tangerang,169.0,157.0,6.0,1.0,3214705.23
2436,Tangerang,128.0,116.0,4.0,1.0,2410335.18
2437,Jakarta,165.0,153.0,5.0,2.0,3084078.43
2438,Tangerang,141.0,107.0,5.0,1.0,2457324.54
2439,Jakarta,63.0,52.0,5.0,2.0,1502326.52
2440,Jakarta,174.0,162.0,8.0,3.0,3519350.05
2441,Tangerang,107.0,72.0,6.0,2.0,2057919.93
2442,Tangerang,77.0,65.0,8.0,1.0,2056847.76
2443,Jakarta,75.0,63.0,5.0,3.0,1769040.25
2444,Depok,162.0,104.0,8.0,1.0,2905647.0
2445,Tangerang,115.0,103.0,3.0,3.0,2147373.36
2446,Depok,180.0,165.0,2.0,1.0,3057083.0
2447,Jakarta,93.0,81.0,2.0,2.0,1636615.11
2448,Depok,146.0,111.0,9.0,1.0,3045835.0
2449,Jakarta,91.0,79.0,8.0,2.0,2197956.95
2450,Depok,55.0,43.0,9.0,2.0,1933979.0
2451,Depok,72.0,60.0,4.0,3.0,1749539.0
2452,Depok,138.0,83.0,7.0,2.0,2577752.0
2453,Jakarta,172.0,82.0,6.0,2.0,2428031.92
2454,Jakarta,196.0,141.0,2.0,2.0,2750520.88
2455,Jakarta,100.0,88.0,8.0,3.0,2358998.42
2456,Tangerang,60.0,48.0,6.0,1.0,1573977.24
2457,Jakarta,61.0,49.0,4.0,1.0,1304614.98
2458,Tangerang,123.0,87.0,5.0,2.0,2166995.16
2459,Jakarta,57.0,45.0,7.0,2.0,1599218.85
2460,Tangerang,90.0,78.0,4.0,1.0,1797353.91
2461,Depok,134.0,122.0,3.0,2.0,12608245.0
2462,Depok,121.0,109.0,5.0,1.0,2524017.0
2463,Jakarta,104.0,92.0,5.0,3.0,2147563.0
2464,Tangerang,186.0,71.0,5.0,2.0,2411707.32
2465,Depok,96.0,65.0,4.0,2.0,1928954.0
2466,Depok,192.0,81.0,3.0,1.0,18648288.0
2467,Tangerang,153.0,141.0,7.0,1.0,3061767.06
2468,Jakarta,91.0,87.0,6.0,3.0,2181166.71
2469,Depok,109.0,97.0,4.0,2.0,2289756.0
2470,Jakarta,61.0,49.0,2.0,1.0,1065294.47
2471,Jakarta,179.0,70.0,2.0,3.0,2011608.92
2472,Tangerang,56.0,44.0,4.0,1.0,1297127.7
2473,Tangerang,129.0,95.0,6.0,1.0,2377759.23
2474,Depok,180.0,92.0,2.0,3.0,2432108.0
2475,Tangerang,158.0,146.0,6.0,3.0,3158148.51
2476,Depok,,40.0,5.0,3.0,1549806.0
2477,Depok,76.0,64.0,4.0,3.0,1820387.0
2478,Depok,163.0,133.0,5.0,3.0,3077038.0
2479,Jakarta,156.0,80.0,2.0,3.0,2011742.24
2480,Jakarta,89.0,77.0,6.0,2.0,1939723.18
2481,Tangerang,178.0,57.0,5.0,3.0,2237746.5
2482,Tangerang,57.0,45.0,2.0,2.0,1129864.23
2483,Depok,150.0,138.0,8.0,1.0,3255877.0
2484,Depok,173.0,101.0,3.0,1.0,2472558.0
2485,Jakarta,156.0,94.0,5.0,3.0,2417549.13
2486,Jakarta,150.0,86.0,3.0,1.0,1980568.59
2487,Depok,53.0,41.0,3.0,3.0,1377100.0
2488,Depok,159.0,147.0,7.0,3.0,3364717.0
2489,Tangerang,68.0,56.0,9.0,2.0,1985876.64
2490,Depok,81.0,69.0,2.0,1.0,1573678.0
2491,Depok,186.0,173.0,4.0,3.0,3488691.0
2492,Depok,61.0,55.0,6.0,1.0,1728042.0
2493,Jakarta,188.0,117.0,8.0,2.0,3125241.99
2494,Jakarta,95.0,83.0,2.0,1.0,1582308.42
2495,Tangerang,168.0,156.0,7.0,2.0,23007066.39
2496,Tangerang,65.0,62.0,7.0,2.0,1907563.68
2497,Tangerang,178.0,79.0,8.0,2.0,2704541.4
2498,Depok,112.0,100.0,5.0,3.0,2494255.0
2499,Depok,158.0,51.0,6.0,3.0,2259227.0
2500,Jakarta,168.0,107.0,7.0,1.0,2755865.8
2501,Depok,70.0,58.0,4.0,3.0,1779590.0
2502,Depok,62.0,50.0,2.0,3.0,1435186.0
2503,Jakarta,53.0,41.0,4.0,1.0,1146766.12
2504,Tangerang,151.0,139.0,5.0,2.0,2915484.66
2505,Depok,108.0,96.0,9.0,2.0,2731040.0
2506,Jakarta,177.0,99.0,2.0,1.0,2233056.47
2507,Jakarta,76.0,64.0,5.0,3.0,1736030.42
2508,Tangerang,118.0,106.0,6.0,1.0,2395305.0
2509,Jakarta,74.0,62.0,6.0,1.0,1695217.33
2510,Tangerang,180.0,174.0,9.0,3.0,3831381.18
2511,Tangerang,146.0,144.0,4.0,1.0,2784935.34
2512,Tangerang,74.0,62.0,4.0,3.0,1636493.76
2513,Tangerang,197.0,103.0,6.0,3.0,2865147.12
2514,Tangerang,175.0,96.0,3.0,1.0,2284749.72
2515,Jakarta,182.0,63.0,6.0,2.0,2352606.13
2516,Depok,58.0,46.0,8.0,3.0,1936967.0
2517,Tangerang,165.0,112.0,2.0,2.0,2394758.52
2518,Tangerang,183.0,68.0,8.0,3.0,2667540.15
2519,Depok,109.0,97.0,5.0,2.0,2357440.0
2520,Depok,170.0,158.0,6.0,1.0,3378739.0
2521,Tangerang,188.0,150.0,6.0,3.0,3345009.03
2522,Depok,157.0,86.0,9.0,1.0,2860578.0
2523,Tangerang,157.0,156.0,9.0,1.0,3407889.87
2524,Jakarta,180.0,141.0,7.0,1.0,3108122.49
2525,Depok,125.0,101.0,5.0,3.0,2579218.0
2526,Depok,79.0,77.0,7.0,1.0,2115215.0
2527,Jakarta,70.0,58.0,5.0,1.0,1506341.27
2528,Depok,83.0,71.0,8.0,3.0,2295704.0
2529,Jakarta,90.0,78.0,2.0,1.0,1525536.32
2530,Tangerang,100.0,67.0,5.0,3.0,1903477.95
2531,Depok,131.0,119.0,4.0,1.0,2576598.0
2532,Depok,107.0,95.0,9.0,2.0,2726732.0
2533,Jakarta,124.0,112.0,6.0,1.0,2434599.95
2534,Tangerang,72.0,57.0,9.0,2.0,2103987.6
2535,Tangerang,177.0,64.0,5.0,3.0,2283170.67
2536,Jakarta,199.0,56.0,2.0,2.0,1967749.67
2537,Depok,66.0,54.0,5.0,3.0,1793658.0
2538,Depok,118.0,106.0,6.0,1.0,2573785.0
2539,Jakarta,157.0,145.0,3.0,2.0,2691302.56
2540,Jakarta,188.0,113.0,5.0,1.0,2651195.46
2541,Jakarta,143.0,61.0,4.0,2.0,1873759.07
2542,Depok,64.0,52.0,9.0,3.0,2167417.0
2543,Jakarta,140.0,128.0,6.0,3.0,24858813.87
2544,Tangerang,82.0,65.0,2.0,3.0,1512944.73
2545,Jakarta,174.0,51.0,8.0,3.0,2403408.12
2546,Tangerang,65.0,53.0,8.0,1.0,1860899.04
2547,Tangerang,115.0,103.0,6.0,1.0,2363197.32
2548,Jakarta,96.0,84.0,7.0,1.0,2104356.21
2549,Tangerang,197.0,80.0,3.0,1.0,2265087.33
2550,Depok,173.0,96.0,2.0,1.0,2282292.0
2551,Jakarta,50.0,38.0,3.0,3.0,1098505.29
2552,Depok,136.0,114.0,8.0,1.0,2870289.0
2553,Depok,177.0,99.0,3.0,1.0,2518397.0
2554,Tangerang,116.0,50.0,4.0,1.0,1629333.09
2555,Depok,53.0,41.0,9.0,3.0,1967080.0
2556,Depok,96.0,84.0,8.0,3.0,2534407.0
2557,Jakarta,87.0,77.0,5.0,3.0,1962745.12
2558,Jakarta,192.0,135.0,4.0,3.0,2921168.46
2559,Depok,70.0,58.0,4.0,1.0,1605308.0
2560,Tangerang,106.0,71.0,7.0,1.0,2088860.4
2561,Tangerang,166.0,90.0,4.0,2.0,2386876.14
2562,Jakarta,95.0,83.0,2.0,1.0,1640561.18
2563,Jakarta,191.0,179.0,5.0,3.0,3469029.83
2564,Jakarta,194.0,138.0,5.0,3.0,3076087.31
2565,Tangerang,88.0,76.0,8.0,1.0,2133387.63
2566,Jakarta,186.0,118.0,2.0,2.0,2511384.19
2567,Depok,148.0,136.0,4.0,3.0,2945970.0
2568,Tangerang,126.0,123.0,4.0,2.0,2445527.7
2569,Depok,164.0,56.0,3.0,3.0,2126422.0
2570,Jakarta,183.0,150.0,8.0,3.0,3430963.94
2571,Tangerang,140.0,128.0,8.0,1.0,2912292.9
2572,Jakarta,147.0,101.0,3.0,3.0,2303787.78
2573,Tangerang,169.0,73.0,7.0,2.0,2511411.21
2574,Jakarta,95.0,75.0,6.0,2.0,1989171.77
2575,Tangerang,87.0,75.0,3.0,1.0,1650212.19
2576,Tangerang,191.0,139.0,5.0,3.0,3147285.2399999998
2577,Tangerang,149.0,137.0,9.0,2.0,3246114.96
2578,Depok,121.0,59.0,2.0,1.0,1692529.0
2579,Jakarta,84.0,66.0,4.0,2.0,1654795.11
2580,Jakarta,196.0,51.0,6.0,1.0,2165881.37
2581,Tangerang,79.0,67.0,3.0,2.0,1618111.44
2582,Depok,127.0,76.0,8.0,3.0,15358278.0
2583,Tangerang,133.0,120.0,6.0,2.0,2704346.37
2584,Jakarta,162.0,150.0,2.0,2.0,2692410.53
2585,Jakarta,74.0,58.0,9.0,1.0,1994465.18
2586,Tangerang,137.0,135.0,2.0,1.0,2445701.94
2587,Tangerang,63.0,51.0,8.0,1.0,1820994.1199999999
2588,Tangerang,151.0,122.0,6.0,2.0,2784370.05
2589,Jakarta,199.0,76.0,6.0,1.0,2471858.85
2590,Tangerang,132.0,120.0,7.0,3.0,2787353.91
2591,Tangerang,159.0,130.0,6.0,1.0,2886856.83
2592,Jakarta,180.0,133.0,4.0,1.0,19131653.310000002
2593,Tangerang,68.0,56.0,9.0,3.0,2065359.78
2594,Depok,77.0,56.0,9.0,1.0,2145203.0
2595,Jakarta,120.0,108.0,9.0,1.0,2746385.94
2596,Tangerang,112.0,100.0,5.0,2.0,2267582.13
2597,Tangerang,122.0,110.0,3.0,2.0,2250693.72
2598,Jakarta,173.0,93.0,8.0,1.0,2691287.41
2599,Jakarta,168.0,89.0,3.0,3.0,2267103.57
2600,Depok,170.0,158.0,9.0,1.0,3584867.0
2601,Tangerang,68.0,56.0,3.0,1.0,1410353.01
2602,Tangerang,191.0,108.0,6.0,1.0,2812574.16
2603,Tangerang,169.0,157.0,8.0,2.0,3462076.53
2604,Jakarta,110.0,98.0,6.0,3.0,2327727.81
2605,Jakarta,79.0,67.0,7.0,3.0,2030753.47
2606,Jakarta,58.0,46.0,6.0,3.0,1562929.55
2607,Tangerang,113.0,101.0,7.0,2.0,2548962.9
2608,Tangerang,169.0,147.0,7.0,2.0,3243376.62
2609,Jakarta,101.0,89.0,4.0,1.0,1885653.84
2610,Depok,138.0,57.0,4.0,2.0,2024321.0
2611,Tangerang,191.0,162.0,4.0,1.0,3185298.27
2612,Depok,102.0,90.0,9.0,2.0,2654554.0
2613,Jakarta,127.0,109.0,4.0,1.0,2279341.74
2614,Tangerang,90.0,78.0,2.0,2.0,1621800.18
2615,Depok,117.0,105.0,4.0,3.0,2483272.0
2616,Tangerang,57.0,51.0,4.0,1.0,1340650.08
2617,Depok,51.0,39.0,4.0,2.0,1422159.0
2618,Tangerang,154.0,63.0,7.0,2.0,2316853.44
2619,Depok,174.0,97.0,3.0,1.0,2468207.0
2620,Depok,159.0,152.0,8.0,2.0,3420097.0
2621,Jakarta,135.0,105.0,3.0,3.0,2233998.8
2622,Jakarta,169.0,61.0,3.0,1.0,1891131.07
2623,Depok,176.0,104.0,5.0,1.0,2687473.0
2624,Tangerang,65.0,53.0,2.0,1.0,1270871.91
2625,Depok,111.0,53.0,7.0,1.0,2064808.0
2626,Tangerang,162.0,85.0,6.0,1.0,2401742.97
2627,Tangerang,61.0,49.0,7.0,3.0,1797910.29
2628,Tangerang,84.0,50.0,4.0,1.0,1501833.96
2629,Tangerang,60.0,48.0,3.0,3.0,1344130.92
2630,Jakarta,113.0,111.0,7.0,3.0,2587930.07
2631,Depok,99.0,97.0,2.0,3.0,2112593.0
2632,Tangerang,198.0,111.0,4.0,1.0,2698995.42
2633,Jakarta,118.0,106.0,5.0,3.0,2392539.5100000002
2634,Tangerang,97.0,85.0,6.0,1.0,2116663.56
2635,Tangerang,69.0,57.0,4.0,3.0,1592438.76
2636,Jakarta,150.0,138.0,8.0,1.0,3077398.29
2637,Jakarta,186.0,140.0,6.0,2.0,3124742.04
2638,Tangerang,117.0,105.0,7.0,2.0,2537041.32
2639,Depok,84.0,72.0,4.0,3.0,1900937.0
2640,Jakarta,114.0,105.0,5.0,2.0,2259475.04
2641,Depok,57.0,45.0,7.0,3.0,1789326.0
2642,Tangerang,94.0,63.0,2.0,3.0,1602941.67
2643,Tangerang,136.0,74.0,6.0,3.0,2284649.73
2644,Tangerang,125.0,113.0,6.0,2.0,2569570.7399999998
2645,Tangerang,125.0,81.0,2.0,3.0,1954810.44
2646,Tangerang,96.0,84.0,9.0,2.0,2423857.59
2647,Tangerang,64.0,52.0,9.0,2.0,1980488.07
2648,Depok,154.0,142.0,8.0,1.0,3309416.0
2649,Jakarta,196.0,69.0,9.0,2.0,2762647.95
2650,Tangerang,75.0,63.0,6.0,1.0,1815052.14
2651,Jakarta,101.0,59.0,9.0,3.0,2187910.48
2652,Depok,142.0,130.0,7.0,3.0,3140679.0
2653,Tangerang,199.0,83.0,3.0,1.0,2275076.43
2654,Tangerang,70.0,58.0,8.0,3.0,2033476.83
2655,Jakarta,100.0,88.0,2.0,1.0,1679327.0
2656,Jakarta,87.0,82.0,5.0,1.0,1829355.43
2657,Jakarta,69.0,57.0,8.0,3.0,1923100.6
2658,Tangerang,181.0,169.0,4.0,1.0,3194017.2
2659,Jakarta,104.0,92.0,9.0,1.0,2439119.7
2660,Jakarta,141.0,129.0,4.0,1.0,2469828.75
2661,Depok,77.0,65.0,2.0,3.0,1606261.0
2662,Tangerang,53.0,41.0,9.0,3.0,1825087.77
2663,Tangerang,199.0,92.0,3.0,3.0,2523405.06
2664,Tangerang,125.0,113.0,7.0,3.0,2720933.82
2665,Jakarta,116.0,104.0,5.0,3.0,2363437.37
2666,Depok,135.0,62.0,4.0,2.0,2083084.0
2667,Jakarta,140.0,128.0,4.0,2.0,2548875.39
2668,Tangerang,154.0,142.0,7.0,1.0,3031920.54
2669,Jakarta,50.0,38.0,3.0,2.0,6524286.899999999
2670,Tangerang,121.0,66.0,6.0,3.0,2185238.88
2671,Jakarta,136.0,62.0,8.0,3.0,16123636.969999999
2672,Jakarta,55.0,43.0,2.0,3.0,1156979.24
2673,Tangerang,194.0,146.0,3.0,1.0,2857481.55
2674,Jakarta,110.0,98.0,3.0,1.0,1954634.82
2675,Tangerang,61.0,49.0,3.0,1.0,1311759.9
2676,Jakarta,55.0,43.0,3.0,1.0,1129437.55
2677,Jakarta,76.0,64.0,6.0,1.0,1734298.27
2678,Jakarta,185.0,153.0,7.0,1.0,3276362.23
2679,Tangerang,173.0,132.0,5.0,2.0,2943466.02
2680,Jakarta,155.0,93.0,8.0,3.0,2696973.71
2681,Jakarta,142.0,130.0,3.0,2.0,2452039.62
2682,Depok,158.0,146.0,8.0,1.0,3362030.0
2683,Depok,148.0,136.0,3.0,3.0,2773519.0
2684,Tangerang,191.0,91.0,2.0,3.0,2388432.42
2685,Tangerang,84.0,72.0,4.0,3.0,1772802.9
2686,Tangerang,133.0,79.0,6.0,2.0,2260195.7399999998
2687,Tangerang,105.0,75.0,3.0,3.0,1895237.19
2688,Jakarta,190.0,174.0,9.0,1.0,3681340.92
2689,Jakarta,98.0,68.0,5.0,1.0,1773554.95
2690,Tangerang,95.0,83.0,5.0,2.0,2001892.8599999999
2691,Tangerang,162.0,134.0,5.0,2.0,2908956.6
2692,Depok,185.0,66.0,9.0,1.0,2773960.0
2693,Tangerang,92.0,80.0,2.0,2.0,1699176.6
2694,Depok,197.0,154.0,5.0,3.0,3392851.0
2695,Tangerang,173.0,153.0,7.0,2.0,3296032.7399999998
2696,Tangerang,146.0,134.0,2.0,3.0,2537844.21
2697,Jakarta,139.0,127.0,6.0,3.0,2780555.25
2698,Tangerang,88.0,76.0,5.0,3.0,2011827.51
2699,Depok,134.0,86.0,4.0,3.0,2303365.0
2700,Jakarta,111.0,99.0,3.0,3.0,2086720.6
2701,Depok,155.0,119.0,6.0,1.0,2856500.0
2702,Tangerang,156.0,144.0,7.0,1.0,3107025.9
2703,Jakarta,103.0,91.0,4.0,1.0,13668282.530000001
2704,Depok,175.0,167.0,6.0,3.0,3567493.0
2705,Tangerang,58.0,46.0,7.0,2.0,1652385.24
2706,Depok,137.0,86.0,5.0,2.0,2439734.0
2707,Tangerang,86.0,80.0,6.0,3.0,2070348.39
2708,Depok,98.0,86.0,6.0,2.0,2287992.0
2709,Tangerang,90.0,78.0,6.0,3.0,2120641.38
2710,Depok,66.0,55.0,2.0,2.0,1407474.0
2711,Jakarta,137.0,64.0,9.0,3.0,2493204.19
2712,Tangerang,70.0,58.0,4.0,2.0,1592164.53
2713,Tangerang,100.0,65.0,8.0,2.0,2167638.66
2714,Depok,108.0,69.0,7.0,1.0,2190090.0
2715,Tangerang,90.0,78.0,9.0,2.0,2369384.82
2716,Jakarta,88.0,76.0,5.0,2.0,1851098.71
2717,Depok,190.0,95.0,3.0,3.0,2628292.0
2718,Depok,60.0,48.0,5.0,2.0,1650295.0
2719,Depok,196.0,113.0,5.0,2.0,3003737.0
2720,Jakarta,188.0,180.0,2.0,2.0,3108175.0100000002
2721,Jakarta,126.0,58.0,2.0,2.0,1532534.61
2722,Tangerang,176.0,91.0,6.0,2.0,2615143.41
2723,Depok,95.0,83.0,9.0,1.0,2457567.0
2724,Jakarta,94.0,82.0,5.0,2.0,1967924.4
2725,Tangerang,50.0,38.0,4.0,3.0,1342155.8699999999
2726,Jakarta,157.0,70.0,2.0,3.0,1889626.17
2727,Jakarta,68.0,56.0,7.0,2.0,1741453.11
2728,Jakarta,125.0,112.0,9.0,2.0,2871544.13
2729,Tangerang,121.0,109.0,2.0,2.0,2140274.07
2730,Jakarta,158.0,110.0,4.0,1.0,2452429.48
2731,Jakarta,61.0,49.0,2.0,3.0,1244860.35
2732,Jakarta,94.0,82.0,8.0,1.0,2187811.5
2733,Depok,139.0,127.0,4.0,1.0,2678507.0
2734,Jakarta,152.0,140.0,9.0,2.0,3193221.05
2735,Depok,57.0,45.0,8.0,2.0,1907820.0
2736,Jakarta,140.0,128.0,8.0,3.0,3013968.27
2737,Depok,136.0,111.0,3.0,2.0,2483098.0
2738,Jakarta,133.0,121.0,4.0,3.0,2504518.21
2739,Depok,131.0,109.0,3.0,1.0,2344179.0
2740,Depok,195.0,95.0,7.0,3.0,3021029.0
2741,Depok,117.0,54.0,6.0,3.0,2092736.0
2742,Jakarta,176.0,162.0,6.0,3.0,3286271.34
2743,Tangerang,131.0,119.0,9.0,1.0,2873505.69
2744,Depok,196.0,119.0,9.0,1.0,3353186.0
2745,Depok,133.0,60.0,9.0,2.0,2510077.0
2746,Depok,162.0,150.0,8.0,2.0,3451220.0
2747,Depok,125.0,113.0,2.0,3.0,2389027.0
2748,Depok,171.0,80.0,4.0,3.0,2448944.0
2749,Tangerang,192.0,61.0,2.0,1.0,1963047.24
2750,Jakarta,90.0,78.0,4.0,1.0,1769360.42
2751,Tangerang,51.0,39.0,9.0,1.0,1725808.59
2752,Jakarta,78.0,66.0,2.0,3.0,1478479.41
2753,Tangerang,154.0,101.0,6.0,3.0,2607948.09
2754,Jakarta,100.0,88.0,7.0,1.0,2232600.96
2755,Depok,124.0,112.0,6.0,3.0,2764632.0
2756,Jakarta,59.0,47.0,2.0,1.0,1065982.28
2757,Jakarta,191.0,84.0,4.0,2.0,2330688.12
2758,Depok,100.0,71.0,5.0,1.0,2017911.0
2759,Depok,167.0,145.0,7.0,3.0,3417698.0
2760,Jakarta,170.0,166.0,4.0,3.0,3149451.69
2761,Jakarta,88.0,69.0,2.0,3.0,1583859.78
2762,Depok,77.0,65.0,4.0,3.0,1881612.0
2763,Tangerang,52.0,40.0,9.0,1.0,1720435.8599999999
2764,Depok,133.0,67.0,3.0,1.0,1941673.0
2765,Jakarta,166.0,100.0,4.0,2.0,2434085.86
2766,Jakarta,51.0,39.0,6.0,1.0,1385929.07
2767,Jakarta,142.0,130.0,8.0,2.0,2990374.67
2768,Depok,180.0,168.0,6.0,1.0,3497385.0
2769,Depok,193.0,129.0,3.0,1.0,2852901.0
2770,Tangerang,143.0,131.0,7.0,3.0,2979613.89
2771,Jakarta,89.0,74.0,4.0,2.0,1753887.22
2772,Jakarta,51.0,39.0,7.0,3.0,1550830.76
2773,Depok,130.0,94.0,5.0,3.0,2452861.0
2774,Jakarta,61.0,49.0,4.0,1.0,1281910.18
