,Brand,Engine Size,Horsepower,Mileage,Price
1832,Honda,3,244,155717,69720.3
1833,Honda,4,233,4007,94829.3
1834,Honda,2,277,173919,66409.1
1835,Toyota,3,375,184448,90635.2
1836,Toyota,4,135,33420,66347.0
1837,Toyota,2,283,19557,74743.3
1838,Honda,1,119,123862,28169.8
1839,BMW,1,106,56494,43984.32
1840,BMW,4,386,185305,131169.0
1841,Toyota,1,213,40023,52532.7
1842,Honda,4,192,94956,77677.4
1843,Toyota,2,365,170711,77614.9
1844,Toyota,3,321,119516,85965.4
1845,BMW,2,194,103911,73513.08
1846,Honda,4,222,176156,75419.4
1847,Honda,5,277,54709,108165.1
1848,BMW,5,164,17748,113673.84
1849,Honda,4,385,76815,116089.5
1850,Honda,1,281,52466,69233.4
1851,Toyota,4,257,89701,85528.9
1852,Honda,3,368,166204,92823.6
1853,Toyota,2,188,132730,45812.0
1854,Honda,4,328,186120,93788.0
1855,Toyota,3,274,52924,84158.6
1856,Toyota,5,322,79425,107594.5
1857,Honda,4,244,193718,76361.2
1858,Toyota,1,222,3279,353958.6
1859,Toyota,4,220,37505,80352.5
1860,Toyota,5,120,176767,58572.3
1861,Toyota,3,196,150463,59139.7
1862,Honda,4,115,102542,60488.8
1863,Honda,4,208,141588,76529.2
1864,BMW,1,368,3424,114618.72
1865,BMW,4,214,6840,113455.2
1866,Honda,2,179,12127,60953.3
1867,Honda,4,239,196769,76163.1
1868,Honda,3,257,99742,78361.8
1869,Toyota,2,247,197655,54249.5
1870,Toyota,1,203,18993,51338.7
1871,BMW,3,110,53949,71474.51999999999
1872,Toyota,1,160,11717,42160.3
1873,Toyota,4,342,56171,106610.9
1874,Honda,4,325,181251,92380.9
1875,Honda,4,331,94007,105802.3
1876,Toyota,5,292,119922,100345.8
1877,Toyota,5,379,106086,119529.4
1878,Toyota,5,327,13361,114116.9
1879,Toyota,2,313,34894,83844.6
1880,Toyota,5,206,47203,89086.7
1881,BMW,4,138,147468,76896.23999999999
1882,Honda,4,223,33609,88158.1
1883,Toyota,1,255,99638,54052.2
1884,Honda,3,324,57951,94924.9
1885,Toyota,3,193,22230,69568.0
1886,Toyota,2,273,109345,65584.5
1887,Toyota,3,215,42339,70862.1
1888,BMW,2,113,128994,50418.719999999994
1889,Honda,1,315,196643,60691.7
1890,Toyota,4,253,16320,90176.0
1891,Toyota,4,233,63660,82945.0
1892,Honda,2,236,153949,61551.1
1893,BMW,5,118,93228,94892.64
1894,Honda,1,301,123518,66426.2
1895,BMW,4,138,143120,75952.8
1896,Honda,4,161,68034,71850.6
1897,Toyota,1,271,163887,49802.3
1898,Honda,2,120,103445,39647.5
1899,BMW,5,343,62946,149918.87999999998
1900,BMW,2,135,184477,46799.16
1901,Toyota,1,142,42235,38167.5
1902,Toyota,3,130,11449,55081.1
1903,BMW,2,327,167793,98658.84
1904,BMW,3,313,141776,109265.27999999998
1905,Toyota,1,211,136743,38999.7
1906,BMW,3,351,178422,114284.16
1907,Toyota,4,393,68780,111879.0
1908,BMW,3,151,74145,76504.2
1909,Honda,5,379,32556,128577.4
1910,Toyota,5,153,171438,65463.2
1911,BMW,1,324,25425,99353.4
1912,Toyota,5,216,86997,84717.3
1913,Honda,3,157,144284,55191.6
1914,Honda,4,248,146370,80322.0
1915,BMW,1,309,34419,96160.92
1916,Toyota,2,286,185903,59848.7
1917,BMW,4,217,193458,90992.64
1918,Honda,2,343,161598,81461.2
1919,BMW,1,179,187425,45365.4
1920,Toyota,2,296,176842,63103.8
1921,BMW,4,236,113791,104325.48
1922,BMW,5,153,74490,99818.4
1923,Honda,1,230,49768,506179.8
1924,Toyota,5,265,98533,95308.7
1925,Honda,5,146,181465,66064.5
1926,Toyota,5,272,34412,105726.8
1927,BMW,4,150,79851,90743.87999999999
1928,Toyota,3,265,25513,83901.7
1929,Honda,5,291,123511,102926.9
1930,Toyota,3,314,68129,90481.1
1931,Honda,1,314,40448,78030.2
1932,BMW,2,281,138501,88613.87999999999
1933,Toyota,5,255,136766,90947.4
1934,BMW,3,231,142507,88863.96
1935,BMW,1,238,13082,79922.16
1936,BMW,4,362,159551,127885.07999999999
1937,BMW,1,139,180777,41347.560000000005
1938,BMW,4,153,35611,94840.68
1939,Toyota,2,215,156174,50970.6
1940,Toyota,2,243,91631,64259.9
1941,BMW,3,180,145008,74760.23999999999
1942,Toyota,4,307,82963,97644.7
1943,Honda,4,228,13452,91007.8
1944,BMW,2,388,69919,125084.52
1945,Honda,1,100,152102,24605.8
1946,Honda,1,239,111070,54414.0
1947,Toyota,3,287,136758,75206.2
1948,Honda,2,383,27393,102129.7
1949,Honda,2,117,21114,50753.6
1950,BMW,5,322,192063,126654.84
1951,BMW,3,272,19943,113118.84
1952,Toyota,2,302,167760,67939.0
1953,Toyota,5,237,24570,97142.0
1954,Honda,4,337,174194,99394.6
1955,BMW,5,224,38924,122230.32
1956,BMW,2,328,130203,101364.84
1957,BMW,1,253,126038,71073.84
1958,Toyota,3,311,21614,92240.6
1959,BMW,4,195,98030,95512.8
1960,Toyota,1,186,152268,32528.199999999997
1961,Honda,3,138,79461,55056.9
1962,BMW,4,129,198771,69694.68
1963,BMW,4,150,74893,91324.43999999999
1964,BMW,2,211,166518,69858.23999999999
1965,Toyota,5,258,152391,87356.9
1966,Honda,1,205,137964,42946.6
1967,BMW,5,114,134078,89117.04
1968,Honda,2,137,92374,45465.6
1969,Toyota,2,232,78059,62521.1
1970,BMW,1,205,70100,69439.2
1971,Toyota,4,159,21502,70539.8
1972,Toyota,3,120,107763,46948.7
1973,Toyota,4,251,65202,86586.8
1974,Toyota,5,372,8607,125205.3
1975,Honda,1,122,127157,29787.3
1976,Honda,2,106,70994,41400.6
1977,BMW,4,124,153831,74925.48
1978,BMW,1,383,115251,103250.27999999998
1979,BMW,3,398,136074,129394.32
1980,Honda,2,257,95462,71042.8
1981,Toyota,4,233,94113,81624.7
1982,Toyota,2,209,163423,46249.7
1983,Honda,5,100,126524,66126.6
1984,Honda,3,286,100636,86147.4
1985,Toyota,3,171,96848,58916.2
1986,Toyota,3,357,80233,94460.7
1987,Toyota,5,383,122620,116102.0
1988,Honda,4,129,129649,61367.1
1989,Honda,4,394,150801,112005.9
1990,Honda,4,115,185680,53962.0
1991,Toyota,4,143,67802,63269.8
1992,Toyota,4,399,137037,106518.3
1993,Toyota,1,159,38851,37946.9
1994,BMW,5,112,169414,79788.72
1995,BMW,3,368,155793,123087.23999999999
1996,BMW,4,376,173788,130521.84
1997,Honda,4,314,117207,101067.3
1998,Honda,3,276,3354,91187.6
1999,Toyota,3,392,156834,483378.0
2000,Honda,1,139,148830,32081.0
2001,Toyota,5,295,199081,90880.9
2002,BMW,2,154,78047,67009.56
2003,Toyota,1,230,128701,46011.9
2004,Toyota,2,249,8548,70270.2
2005,Honda,1,393,83027,89848.3
2006,Honda,5,349,140263,115146.7
2007,BMW,5,258,197171,111394.68
2008,Honda,2,391,6942,104080.8
2009,BMW,4,343,90135,133061.4
2010,BMW,4,120,159803,72028.43999999999
2011,Honda,4,341,124415,101070.5
2012,Toyota,2,202,127861,52219.9
2013,BMW,4,339,41569,138932.52
2014,Honda,3,279,127803,80286.7
2015,Honda,3,316,96261,93091.9
2016,Honda,5,387,196779,117679.1
2017,BMW,2,356,57370,118138.79999999999
2018,Honda,4,116,83955,61690.5
2019,Toyota,3,378,79218,102676.2
2020,BMW,4,143,3117,94257.96
2021,BMW,1,182,76437,60409.56
2022,BMW,4,386,177391,137303.87999999998
2023,Honda,5,221,88003,94625.7
2024,BMW,1,138,129579,44490.119999999995
2025,Toyota,2,394,69585,92806.5
2026,Honda,4,183,197040,66152.0
2027,Toyota,4,255,83426,85074.4
2028,Honda,1,370,122182,80027.8
2029,Honda,5,310,59982,115638.8
2030,Honda,5,337,43052,121751.8
2031,Toyota,5,344,12092,121345.8
2032,Toyota,2,153,39973,49109.7
2033,Toyota,1,225,143961,42043.9
2034,Honda,3,277,94942,82484.8
2035,Honda,2,117,67902,44463.8
2036,Honda,5,297,144018,103012.2
2037,Toyota,5,117,158272,60253.8
2038,Honda,4,391,156587,111229.3
2039,Toyota,2,144,134230,36660.0
2040,Honda,1,392,36467,93693.3
2041,Toyota,5,104,40423,68820.7
2042,BMW,3,220,177617,743226.8400000001
2043,BMW,4,207,137931,93435.48
2044,Toyota,1,143,7425,42716.5
2045,Toyota,1,170,20106,43341.4
2046,Toyota,1,134,135496,26637.4
2047,Honda,4,131,151727,60405.3
2048,BMW,3,313,16865,1006574.3999999999
2049,BMW,5,198,159795,103571.4
2050,Toyota,4,269,76067,87568.3
2051,Honda,4,392,111457,112884.3
2052,Toyota,3,157,180295,44735.5
2053,BMW,1,293,70898,90738.23999999999
2054,Toyota,5,150,140846,67165.4
2055,BMW,2,124,190111,47254.67999999999
2056,Honda,1,350,2474,86490.6
2057,BMW,1,356,10366,112163.27999999998
2058,Honda,3,198,94676,66151.4
2059,Toyota,2,234,11225,346902.5
2060,BMW,5,253,68724,127867.92
2061,BMW,5,130,34528,99897.84
2062,BMW,5,379,168573,147365.63999999998
2063,Toyota,3,395,13180,111528.0
2064,Toyota,2,226,70210,62665.0
2065,Honda,2,322,167115,77615.5
2066,BMW,1,250,115630,70938.0
2067,BMW,4,376,91896,140050.08
2068,Honda,2,256,116057,65488.3
2069,Toyota,5,287,106310,99169.0
2070,BMW,5,162,78570,101946.0
2071,Honda,4,276,95093,94718.7
2072,BMW,4,221,175358,92701.43999999999
2073,Toyota,1,345,165555,63109.5
2074,Toyota,1,371,54500,82163.0
2075,Honda,3,184,38648,72237.2
2076,Toyota,5,107,177501,56597.899999999994
2077,Honda,3,213,138710,65102.0
2078,Toyota,5,252,142702,817072.2000000001
2079,Honda,3,342,178532,87984.8
2080,Honda,1,172,185741,33871.899999999994
2081,BMW,2,218,126555,74159.4
2082,BMW,4,116,105003,79132.43999999999
2083,Honda,5,286,49681,109456.9
2084,Toyota,1,227,151862,42559.8
2085,Honda,1,300,98541,65832.9
2086,BMW,1,288,13000,96592.8
2087,Honda,3,304,161608,80700.2
2088,BMW,4,135,81474,88047.12000000001
2089,Toyota,1,173,113816,37307.4
2090,Toyota,3,293,116686,79213.4
2091,Honda,1,241,17359,64273.1
2092,Honda,3,386,37674,108650.6
2093,Honda,2,257,40307,76309.3
2094,BMW,3,288,191694,97332.72
2095,Honda,5,378,135179,119304.1
2096,BMW,4,218,196144,91644.72
2097,BMW,3,290,114110,107854.8
2098,BMW,4,164,196846,81589.68
2099,Honda,3,332,125021,562817.3999999999
2100,Honda,4,217,137819,78946.1
2101,Honda,2,380,6381,105244.9
2102,Toyota,5,395,16169,131869.1
2103,Toyota,5,398,85840,121668.0
2104,Toyota,5,334,163146,103105.4
2105,Honda,3,198,39292,75378.8
2106,Honda,5,374,180300,116104.0
2107,Toyota,1,369,116966,589595.2
2108,Honda,1,225,118003,52163.7
2109,Honda,5,127,196940,63376.0
2110,Toyota,5,279,183864,90452.6
2111,Honda,3,252,49544,85291.6
2112,Toyota,5,123,73048,494250.39999999997
2113,Toyota,4,330,25527,105295.3
2114,BMW,2,246,57786,93596.87999999999
2115,BMW,3,265,67165,106007.4
2116,Honda,3,373,121451,100111.9
2117,BMW,1,242,141172,65672.16
2118,Toyota,3,223,135782,62621.8
2119,Toyota,3,332,97852,89449.8
2120,Honda,2,161,141106,43861.4
2121,Honda,4,299,150358,92033.2
2122,Toyota,2,138,69980,40930.0
2123,Honda,4,155,175707,59387.3
2124,Toyota,1,237,166657,41597.3
2125,BMW,2,271,173336,82721.27999999998
2126,Toyota,2,362,116709,84120.1
2127,Honda,2,298,131608,72675.2
2128,Toyota,5,144,132035,70181.5
2129,BMW,5,143,158635,88083.0
2130,Honda,2,339,185311,76060.9
2131,Toyota,3,226,84127,552810.4
2132,Toyota,1,106,166054,17706.6
2133,Honda,3,341,58194,99035.6
2134,BMW,1,234,2509,81669.72
2135,Honda,1,279,22878,69394.2
2136,Toyota,5,303,47197,110439.3
2137,Toyota,1,353,166682,64914.8
2138,Honda,2,318,44018,84451.2
2139,BMW,2,113,3555,67463.4
2140,Toyota,1,179,77091,38659.9
2141,Honda,5,130,180895,65785.5
2142,Honda,3,112,52940,55298.0
2143,Honda,5,227,95505,94133.5
2144,Honda,5,142,31688,80437.2
2145,BMW,3,277,142044,100295.52
2146,Honda,2,370,71516,94763.4
2147,Toyota,4,158,158760,57476.0
2148,BMW,5,238,90292,118809.36
2149,Toyota,2,157,994,52237.6
2150,Honda,1,284,192959,54407.1
2151,Honda,5,350,50836,122075.4
2152,BMW,5,167,153519,99622.92
2153,Toyota,1,113,164992,18629.8
2154,Toyota,4,235,10351,87533.9
2155,BMW,4,343,16339,145062.12
2156,Honda,3,331,172949,87658.1
2157,Toyota,1,116,88085,28939.5
2158,Honda,2,129,185906,306453.6
2159,BMW,2,170,118586,64900.08
2160,Toyota,4,153,100679,63823.1
2161,Honda,3,143,37754,61262.6
2162,Honda,3,229,116374,69870.6
2163,BMW,2,327,109065,103037.4
2164,Honda,3,159,108241,56100.9
2165,Toyota,4,233,123468,77534.2
2166,BMW,4,250,103681,107623.07999999999
2167,Toyota,3,351,176829,83841.1
2168,Toyota,4,352,107399,99807.1
2169,BMW,4,306,33884,131363.52
2170,Honda,3,376,158521,95906.9
2171,Honda,4,370,88912,111487.8
2172,BMW,1,146,163997,42473.16
2173,BMW,4,175,84578,92339.04
2174,Honda,5,146,32961,82913.9
2175,Toyota,2,235,21776,69605.4
2176,Toyota,1,233,30636,56631.4
2177,Toyota,3,376,179074,88354.6
2178,BMW,2,373,140416,111130.07999999999
2179,Honda,5,391,67731,126664.9
2180,BMW,2,118,33514,62899.92
2181,BMW,4,196,161047,92155.56
2182,Honda,2,328,179817,75772.3
2183,BMW,3,227,143748,89154.23999999999
2184,Honda,4,152,82691,69973.9
2185,BMW,4,287,95108,842815.68
2186,Toyota,5,245,141421,683479.2
2187,Honda,2,395,193882,85784.8
2188,Honda,5,387,108775,124502.5
2189,Honda,4,270,149839,710760.8
2190,Honda,4,166,61172,74552.8
2191,BMW,5,138,198234,83070.72
2192,BMW,4,228,51713,108936.84
2193,BMW,2,112,124660,49236.0
2194,Toyota,1,281,94278,58739.2
2195,BMW,5,389,111392,155126.16
2196,Honda,3,317,8365,98697.5
2197,BMW,1,267,199253,68364.84
2198,Toyota,3,334,27333,95709.7
2199,Honda,4,208,182285,70007.5
2200,BMW,1,369,148455,96000.59999999999
2201,Honda,4,363,138366,105026.4
2202,BMW,4,229,122010,733555.2
2203,Toyota,5,119,112666,65242.4
2204,Honda,3,171,80662,63661.8
2205,Toyota,2,250,76852,62646.8
2206,Toyota,5,131,1680,77934.0
2207,BMW,5,262,122904,121555.92
2208,Toyota,3,139,175852,43583.8
2209,Toyota,5,320,192589,95648.1
2210,Toyota,3,237,178091,63368.899999999994
2211,Toyota,5,194,144228,75306.2
2212,BMW,1,379,104664,103068.72
2213,BMW,3,203,29693,98612.04
2214,BMW,2,223,116260,75674.4
2215,BMW,5,134,149882,87800.16
2216,BMW,1,138,166125,38573.4
2217,Toyota,2,299,166469,67814.1
2218,Honda,5,200,6340,98813.0
2219,Toyota,5,379,166248,110897.2
2220,Toyota,4,200,2679,82026.1
2221,BMW,5,271,145682,121259.76
2222,Honda,2,138,173603,38149.7
2223,BMW,2,333,157946,100211.27999999998
2224,Toyota,1,337,172706,61491.399999999994
2225,BMW,4,265,46316,119273.27999999998
2226,Toyota,1,174,178392,27885.8
2227,Honda,1,292,101955,66035.5
2228,BMW,5,322,192563,129219.23999999999
2229,BMW,1,314,65264,95057.52
2230,BMW,3,177,185049,68649.72
2231,BMW,4,129,123644,81666.72
2232,Honda,5,257,42475,106526.5
2233,Honda,3,257,23241,88839.9
2234,Toyota,2,214,114197,53705.3
2235,Toyota,4,159,130295,300367.5
2236,Honda,2,339,97681,84820.9
2237,Toyota,2,313,161295,68150.5
2238,BMW,5,135,64287,98503.56
2239,Toyota,3,336,107286,90564.4
2240,Toyota,4,317,188992,88672.8
2241,Toyota,5,290,57065,104478.5
2242,Toyota,1,384,98392,81856.8
2243,BMW,4,360,79587,140185.56
2244,Honda,5,190,68452,88536.8
2245,Toyota,4,131,49537,65138.3
2246,Toyota,4,191,36398,78233.2
2247,BMW,5,143,10038,108119.04
2248,Toyota,2,150,88187,43681.3
2249,BMW,2,240,64811,86737.07999999999
2250,Honda,5,306,54173,114075.7
2251,BMW,4,355,159417,129787.56
2252,Honda,2,154,133398,43704.2
2253,Honda,3,182,191900,56328.0
2254,Honda,1,362,131668,74693.2
2255,Honda,1,385,64851,90447.9
2256,Toyota,3,144,50738,450937.6
2257,Honda,3,118,132105,47532.5
2258,Honda,3,390,175075,98772.5
2259,Toyota,4,203,81698,72504.2
2260,Honda,2,317,98386,82996.4
2261,Toyota,3,292,143465,75097.5
2262,BMW,5,256,147364,120697.92
2263,Honda,1,374,1780,91406.0
2264,Honda,1,189,117417,43620.3
2265,Honda,3,255,83019,80012.1
2266,Honda,2,210,123829,56726.1
2267,Toyota,3,353,154199,86269.1
2268,Toyota,5,107,5263,71961.7
2269,BMW,3,270,54513,110129.64
2270,BMW,4,392,80726,149776.08
2271,BMW,3,182,92677,83048.76
2272,BMW,4,389,194471,131572.68
2273,Honda,2,169,194457,42002.3
2274,BMW,2,306,151370,95292.0
2275,Honda,5,171,48854,89011.6
2276,Toyota,2,234,42140,67308.0
2277,Honda,4,332,17940,111111.0
2278,Honda,2,100,95077,38142.3
2279,Toyota,4,353,94459,102358.1
2280,Honda,5,334,136928,108739.2
2281,BMW,4,347,119170,133599.6
2282,Honda,3,367,164397,95203.3
2283,Honda,2,108,68717,43832.3
2284,Toyota,1,320,48718,70626.2
2285,Honda,3,226,28040,78181.0
2286,Honda,4,347,121641,104220.9
2287,BMW,3,181,6030,93426.0
2288,BMW,3,265,167044,93990.72
2289,Honda,3,136,132258,53924.2
2290,BMW,3,394,48327,141607.56
2291,BMW,4,328,154769,121394.52
2292,Honda,2,167,111738,384505.6
2293,Honda,2,292,165012,67992.8
2294,Toyota,3,361,113351,91222.9
2295,Toyota,1,311,35837,73013.3
2296,Honda,2,270,112858,68517.2
2297,Toyota,4,100,75225,53269.5
2298,Toyota,4,188,136525,66491.5
2299,Toyota,2,112,27481,43025.9
2300,Honda,4,155,49686,71306.4
2301,Honda,4,159,110352,69966.8
2302,Toyota,5,302,43769,108980.1
2303,Honda,4,134,90594,64945.6
2304,Toyota,2,186,142957,45616.3
2305,Honda,2,278,190045,65879.5
2306,Honda,1,178,190450,32014.0
2307,BMW,3,388,184356,119136.47999999998
2308,Toyota,2,319,104037,77979.3
2309,BMW,4,380,117671,139300.68
2310,Honda,1,387,74764,87552.6
2311,BMW,5,176,33318,115250.64
2312,Toyota,1,148,11107,43083.3
2313,Honda,4,366,170436,102408.4
2314,Honda,2,385,92510,96747.0
2315,BMW,1,261,54071,80530.68
2316,Honda,4,121,14542,70090.8
2317,BMW,5,300,12613,144638.03999999998
2318,BMW,1,251,47954,84249.12000000001
2319,Toyota,4,347,142526,99053.4
2320,Toyota,3,380,46733,821709.6
2321,Toyota,2,382,40122,93227.8
2322,Honda,4,128,138270,58324.0
2323,Honda,3,178,65250,64119.0
2324,BMW,2,223,198545,65937.0
2325,Honda,2,394,45692,101120.8
2326,BMW,2,379,159981,111568.68
2327,Honda,3,354,177057,91379.3
2328,BMW,1,289,198718,73149.84
2329,Honda,3,316,112962,88905.8
2330,Honda,3,245,124325,73761.5
2331,Toyota,4,266,88518,87580.2
2332,BMW,4,180,165620,85062.0
2333,Toyota,5,147,166112,64222.8
2334,Honda,3,366,19332,109788.8
2335,BMW,3,294,183154,98874.72
2336,Toyota,5,370,60554,119858.6
2337,Toyota,3,329,179731,80691.9
2338,Toyota,3,129,178661,41517.899999999994
2339,Honda,5,359,109791,115926.9
2340,Toyota,5,361,50033,117618.7
2341,Toyota,5,167,7127,83018.3
2342,BMW,2,368,174518,109125.84
2343,Toyota,4,100,183873,46406.7
2344,Honda,5,260,112070,97905.0
2345,BMW,2,138,180705,47686.2
2346,Toyota,4,224,81597,77444.3
2347,BMW,5,296,185894,122028.72
2348,BMW,3,322,383,128728.43999999999
2349,BMW,3,396,96231,132531.47999999998
2350,Honda,4,226,30833,91203.7
2351,Toyota,1,168,143607,30513.3
2352,Toyota,4,320,181222,89207.8
2353,BMW,2,385,36270,127381.2
2354,BMW,3,244,3067,111882.36
2355,Toyota,3,116,65153,46711.7
2356,Toyota,5,237,191464,79158.6
2357,Toyota,2,249,130279,60455.1
2358,Honda,1,226,137796,49829.4
2359,BMW,2,182,59481,78494.28
2360,Honda,2,178,92510,52922.0
2361,Honda,2,127,102432,42792.8
2362,Toyota,2,227,176569,50005.1
2363,Toyota,1,391,51954,85496.6
2364,Toyota,2,183,57819,51932.1
2365,Toyota,1,110,67900,26240.0
2366,Toyota,4,153,60445,66204.5
2367,BMW,2,292,77725,97402.2
2368,Toyota,5,250,34574,100270.6
2369,Toyota,1,303,191712,55918.8
2370,BMW,1,193,108221,59967.479999999996
2371,Honda,2,256,124041,67223.9
2372,Toyota,5,280,63130,100920.0
2373,BMW,5,228,21965,127689.0
2374,Toyota,2,181,109061,48956.9
2375,BMW,5,112,89680,88251.59999999999
2376,Toyota,1,144,115083,28865.699999999997
2377,BMW,2,279,74506,98656.07999999999
2378,Toyota,2,327,124826,74861.4
2379,Toyota,2,366,116101,83402.9
2380,BMW,4,349,100881,136297.08
2381,Toyota,2,288,72676,70885.4
2382,Honda,3,205,194869,59557.1
2383,Honda,3,272,165345,75790.5
2384,Toyota,1,247,21322,57799.8
2385,BMW,4,161,133240,84339.59999999999
2386,Toyota,4,217,80384,75538.6
2387,Toyota,5,208,183128,77162.2
2388,Honda,2,330,165326,78846.4
2389,Honda,3,301,38709,92577.1
2390,BMW,4,369,19571,151022.28
2391,Honda,3,178,113702,61215.8
2392,Honda,3,343,111872,94874.8
2393,Honda,2,343,131574,83912.6
2394,BMW,3,341,168467,115184.76
2395,Toyota,1,286,46725,63387.5
2396,Honda,1,216,194230,39988.0
2397,Honda,4,311,49610,104274.0
2398,BMW,4,271,13154,125116.32
2399,Honda,5,224,22073,101301.7
2400,Honda,3,197,147209,64277.1
2401,Toyota,4,392,138737,107270.3
2402,BMW,2,327,196975,96503.4
2403,BMW,4,258,18007,124559.16
2404,Honda,1,284,137360,60684.0
2405,Honda,3,348,138977,92854.3
2406,Toyota,1,100,114324,23404.6
2407,Toyota,4,351,85687,104271.3
2408,Toyota,4,205,32974,79063.6
2409,BMW,1,111,101821,42332.28
2410,BMW,5,142,134947,90613.56
2411,BMW,5,361,112202,148431.36
2412,Toyota,4,274,69555,92815.5
2413,Toyota,5,271,104501,94244.9
2414,Honda,1,115,188336,20438.399999999998
2415,Honda,3,110,55569,55996.1
2416,Honda,4,114,46221,65528.9
2417,Honda,2,180,84664,55533.6
2418,Toyota,5,263,48107,100875.3
2419,Honda,5,238,87708,98624.2
2420,Honda,2,234,50767,71298.3
2421,BMW,2,127,103770,55660.799999999996
2422,Honda,1,341,147972,68856.8
2423,Toyota,1,339,40021,74471.9
2424,Honda,5,346,197101,105702.9
2425,BMW,3,323,143333,108980.04
2426,BMW,1,150,165110,44118.0
2427,Toyota,1,240,129642,421567.2
2428,Honda,4,227,61496,86521.4
2429,Toyota,4,390,185133,707053.9
2430,BMW,1,398,132337,105650.76
2431,Honda,3,308,197875,78289.5
2432,BMW,5,210,150804,109398.72
2433,Honda,2,277,146481,66303.9
2434,BMW,1,248,184487,62918.76
2435,Honda,3,253,61925,560815.5
2436,Toyota,3,372,166315,91266.5
2437,BMW,3,342,109147,117950.76
2438,BMW,1,274,174983,71650.43999999999
2439,Toyota,1,292,92365,59927.5
2440,Toyota,3,302,83929,85349.1
2441,BMW,3,348,131166,120473.27999999998
2442,Honda,1,351,137708,75817.2
2443,Toyota,5,232,137503,85766.7
2444,Honda,1,351,149362,71817.8
2445,Honda,4,297,152182,89629.8
2446,Toyota,3,184,163034,53342.6
2447,BMW,5,296,85813,132987.24
2448,Toyota,2,118,180345,25654.5
2449,Honda,1,204,186906,40663.399999999994
2450,Honda,3,102,78266,48362.4
2451,Toyota,1,193,99276,41745.4
2452,Honda,2,275,181016,64069.399999999994
2453,Honda,1,297,119308,65719.2
2454,Toyota,5,270,115605,93559.5
2455,BMW,2,184,25775,79480.2
2456,Toyota,4,268,97268,87451.2
2457,BMW,4,361,105853,136434.84
2458,Toyota,3,200,34853,71345.7
2459,BMW,4,123,7265,94191.0
2460,Honda,1,257,139147,57310.3
2461,BMW,5,390,195453,145520.03999999998
2462,BMW,4,315,58027,131569.56
2463,Honda,3,289,149547,78691.3
2464,BMW,1,138,110334,49770.719999999994
2465,BMW,3,155,66908,79971.84
2466,BMW,3,196,163882,78561.36
2467,Toyota,5,180,183880,70728.0
2468,Honda,5,381,68805,125397.5
2469,Toyota,3,276,86288,78841.2
2470,BMW,3,168,189332,70974.96
2471,BMW,4,232,28920,113756.4
2472,Toyota,4,255,79825,87838.5
2473,BMW,2,353,81922,113802.96
2474,Honda,5,168,166581,516018.29999999993
2475,Honda,4,234,84195,88113.5
2476,BMW,3,252,15542,111790.56
2477,Toyota,4,147,181509,52794.1
2478,Honda,2,259,123703,66892.7
2479,Toyota,4,124,87748,60808.2
2480,BMW,3,312,191107,105210.36
2481,Toyota,4,339,69188,104708.2
2482,Toyota,4,202,102825,71341.5
2483,Toyota,5,232,87162,90810.8
2484,BMW,5,222,6514,125611.92
2485,Honda,2,162,182258,41394.2
2486,Honda,2,200,128224,52790.6
2487,Honda,4,278,62323,97917.7
2488,Toyota,5,330,142204,106201.6
2489,Honda,5,257,22299,105402.1
2490,Honda,4,329,39925,110733.5
2491,BMW,5,252,114490,123454.79999999999
2492,Honda,1,251,44437,62528.3
2493,BMW,3,396,79273,137838.84
2494,BMW,1,383,77116,109412.87999999999
2495,BMW,1,230,23339,82100.52
2496,BMW,1,216,162320,61470.0
2497,Honda,5,295,109443,107787.7
2498,Honda,4,218,94323,81080.7
2499,Toyota,2,138,21815,48361.5
2500,BMW,3,228,123829,89072.52
2501,BMW,3,149,132356,72970.08
2502,Honda,1,213,8045,59533.5
2503,Honda,2,388,92248,95178.2
2504,Toyota,4,225,156343,72509.7
2505,BMW,2,342,189399,97987.32
2506,Honda,2,282,133526,71380.4
2507,Toyota,3,100,155501,36940.9
2508,Toyota,5,286,173494,90872.6
2509,Toyota,1,127,178242,139375.6
2510,Honda,5,151,163872,70041.8
2511,BMW,3,210,18259,100723.32
2512,BMW,2,194,184767,60803.16
2513,Toyota,1,176,94551,37543.9
2514,Toyota,4,138,7316,71421.4
2515,Toyota,4,387,147954,103870.6
2516,Honda,2,346,62116,89314.4
2517,Toyota,5,278,75284,101836.6
2518,Toyota,5,137,68281,73812.9
2519,Toyota,1,395,32034,88822.6
2520,BMW,3,208,123879,87678.12000000001
2521,BMW,5,215,61143,119163.23999999999
2522,Toyota,4,277,130485,83747.5
2523,Honda,4,228,63714,84354.6
2524,Honda,4,288,18523,104940.7
2525,Toyota,5,207,86953,84805.7
2526,BMW,2,126,66009,61856.52
2527,BMW,5,328,87059,143612.52
2528,Honda,5,205,102191,89501.9
2529,Toyota,1,147,122474,30174.6
2530,BMW,3,152,40894,81105.12000000001
2531,BMW,5,136,79147,99710.76
2532,BMW,5,315,73017,140771.16
2533,BMW,3,333,22795,130171.79999999999
2534,BMW,4,157,17069,97177.32
2535,Toyota,3,199,161684,56618.6
2536,Honda,5,155,195498,68715.2
2537,BMW,2,249,6706,96396.48
2538,Honda,1,353,120971,76820.9
2539,Honda,1,199,99916,44978.4
2540,BMW,3,154,33531,85013.87999999999
2541,Toyota,3,184,164370,52173.0
2542,Honda,4,249,59503,90741.7
